street_address,zip,row,cleaned_address,is_intersection,stnum1,stnum2,stdir,stname,sttype,full_address,lat,long,score,matched_address,m_is_intersection,m_street,m_stnum1,m_stnum2,m_stdir,m_stname,m_sttype,m_zip
13704 S INDIANA,60827,130474,13704 S INDIANA,FALSE,13704,13704,S,INDIANA,,"13704 S INDIANA, CHICAGO IL 60827",41.646589370422,-87.617315979704,98.74,"13704 S INDIANA AVE, RIVERDALE, IL, 60827",FALSE,13704 S INDIANA AVE,13704,13704,S,INDIANA,AVE, 60827
5620 W 51ST ST,60638,130475,5620 W 51ST ST,FALSE,5620,5620,W,51ST,ST,"5620 W 51ST ST, CHICAGO IL 60638",41.801219005976,-87.763476012164,100,"5620 W 51ST ST, CHICAGO, IL, 60638",FALSE,5620 W 51ST ST,5620,5620,W,51ST,ST, 60638
5656 W 51ST ST,60638,130476,5656 W 51ST ST,FALSE,5656,5656,W,51ST,ST,"5656 W 51ST ST, CHICAGO IL 60638",41.800698992703,-87.764654004837,100,"5656 W 51ST ST, CHICAGO, IL, 60638",FALSE,5656 W 51ST ST,5656,5656,W,51ST,ST, 60638
5726 W 51ST ST,60638,130477,5726 W 51ST ST,FALSE,5726,5726,W,51ST,ST,"5726 W 51ST ST, CHICAGO IL 60638",41.800541999657,-87.765787992517,100,"5726 W 51ST ST, CHICAGO, IL, 60638",FALSE,5726 W 51ST ST,5726,5726,W,51ST,ST, 60638
5750 W 51ST ST,60638,130478,5750 W 51ST ST,FALSE,5750,5750,W,51ST,ST,"5750 W 51ST ST, CHICAGO IL 60638",41.8018999937,-87.767050977688,100,"5750 W 51ST ST, CHICAGO, IL, 60638",FALSE,5750 W 51ST ST,5750,5750,W,51ST,ST, 60638
5800 W 51ST ST,60638,130479,5800 W 51ST ST,FALSE,5800,5800,W,51ST,ST,"5800 W 51ST ST, CHICAGO IL 60638",41.800742997695,-87.767953960117,100,"5800 W 51ST ST, CHICAGO, IL, 60638",FALSE,5800 W 51ST ST,5800,5800,W,51ST,ST, 60638
5900 W 51ST ST,60638,130480,5900 W 51ST ST,FALSE,5900,5900,W,51ST,ST,"5900 W 51ST ST, CHICAGO IL 60638",41.80042398246,-87.770169967678,100,"5900 W 51ST ST, CHICAGO, IL, 60638",FALSE,5900 W 51ST ST,5900,5900,W,51ST,ST, 60638
5950 W 51ST ST,60638,130481,5950 W 51ST ST,FALSE,5950,5950,W,51ST,ST,"5950 W 51ST ST, CHICAGO IL 60638",41.80098498324,-87.771756997226,100,"5950 W 51ST ST, CHICAGO, IL, 60638",FALSE,5950 W 51ST ST,5950,5950,W,51ST,ST, 60638
6000 W 51ST ST,60638,130482,6000 W 51ST ST,FALSE,6000,6000,W,51ST,ST,"6000 W 51ST ST, CHICAGO IL 60638",41.801460991521,-87.772872963814,100,"6000 W 51ST ST, CHICAGO, IL, 60638",FALSE,6000 W 51ST ST,6000,6000,W,51ST,ST, 60638
6200 W 51ST ST,60638,130483,6200 W 51ST ST,FALSE,6200,6200,W,51ST,ST,"6200 W 51ST ST, CHICAGO IL 60638",41.801903011185,-87.777189979226,100,"6200 W 51ST ST, CHICAGO, IL, 60638",FALSE,6200 W 51ST ST,6200,6200,W,51ST,ST, 60638
5052-54 S LOTUS,60402,130486,5052-54 S LOTUS,FALSE,5052,5054,S,LOTUS,,"5052-54 S LOTUS, CHICAGO IL 60402",41.800409020763,-87.759153967611,85.42,"5052 S LOTUS AVE, CHICAGO, IL, 60638",FALSE,5052 S LOTUS AVE,5052,5052,S,LOTUS,AVE, 60638
5000 S MAJOR,60402,130488,5000 S MAJOR,FALSE,5000,5000,S,MAJOR,,"5000 S MAJOR, CHICAGO IL 60402",41.801537979302,-87.765876002501,90.49,"5000 S MAJOR AVE, CHICAGO, IL, 60638",FALSE,5000 S MAJOR AVE,5000,5000,S,MAJOR,AVE, 60638
4900 S MASON,60402,130489,4900 S MASON,FALSE,4900,4900,S,MASON,,"4900 S MASON, CHICAGO IL 60402",41.803258993571,-87.771040009228,90.49,"4900 S MASON AVE, CHICAGO, IL, 60638",FALSE,4900 S MASON AVE,4900,4900,S,MASON,AVE, 60638
5001 S MASON,60402,130491,5001 S MASON,FALSE,5001,5001,S,MASON,,"5001 S MASON, CHICAGO IL 60402",41.801840985102,-87.770293014017,90.49,"5001 S MASON AVE, CHICAGO, IL, 60638",FALSE,5001 S MASON AVE,5001,5001,S,MASON,AVE, 60638
5005 S MASON,60402,130493,5005 S MASON,FALSE,5005,5005,S,MASON,,"5005 S MASON, CHICAGO IL 60402",41.801367994305,-87.77026501846,90.49,"5005 S MASON AVE, CHICAGO, IL, 60638",FALSE,5005 S MASON AVE,5005,5005,S,MASON,AVE, 60638
5063 S MERRIMAC AVE,,130494,5063 S MERRIMAC AVE,FALSE,5063,5063,S,MERRIMAC,AVE,"5063 S MERRIMAC AVE, CHICAGO IL",41.801195997652,-87.776163028449,100,"5063 S MERRIMAC AVE, CHICAGO, IL, 60638",FALSE,5063 S MERRIMAC AVE,5063,5063,S,MERRIMAC,AVE, 60638
4910 S MONITOR,60402,130496,4910 S MONITOR,FALSE,4910,4910,S,MONITOR,,"4910 S MONITOR, CHICAGO IL 60402",41.803342016322,-87.769583988827,91.12,"4910 S MONITOR AVE, CHICAGO, IL, 60638",FALSE,4910 S MONITOR AVE,4910,4910,S,MONITOR,AVE, 60638
4911 S MONITOR,60402,130497,4911 S MONITOR,FALSE,4911,4911,S,MONITOR,,"4911 S MONITOR, CHICAGO IL 60402",41.80347201964,-87.768649993357,91.12,"4911 S MONITOR AVE, CHICAGO, IL, 60638",FALSE,4911 S MONITOR AVE,4911,4911,S,MONITOR,AVE, 60638
4920 S MONITOR,60402,130499,4920 S MONITOR,FALSE,4920,4920,S,MONITOR,,"4920 S MONITOR, CHICAGO IL 60402",41.802809011099,-87.769550964129,91.12,"4920 S MONITOR AVE, CHICAGO, IL, 60638",FALSE,4920 S MONITOR AVE,4920,4920,S,MONITOR,AVE, 60638
4956 S MONITOR,60402,130501,4956 S MONITOR,FALSE,4956,4956,S,MONITOR,,"4956 S MONITOR, CHICAGO IL 60402",41.801923002024,-87.769495978844,91.12,"4956 S MONITOR AVE, CHICAGO, IL, 60638",FALSE,4956 S MONITOR AVE,4956,4956,S,MONITOR,AVE, 60638
5129 W SUMMERDALE,60656,130814,5129 W SUMMERDALE,FALSE,5129,5129,W,SUMMERDALE,,"5129 W SUMMERDALE, CHICAGO IL 60656",41.978357755559,-87.736863093138,90.9,"5129 W SUMMERDALE AVE, CHICAGO, IL, 60630",FALSE,5129 W SUMMERDALE AVE,5129,5129,W,SUMMERDALE,AVE, 60630
5001 S LONG,60402,130867,5001 S LONG,FALSE,5001,5001,S,LONG,,"5001 S LONG, CHICAGO IL 60402",41.801290000696,-87.75700199779,90.13,"5001 S LONG AVE, CHICAGO, IL, 60638",FALSE,5001 S LONG AVE,5001,5001,S,LONG,AVE, 60638
11750 S HOMAN,60803,130870,11750 S HOMAN,FALSE,11750,11750,S,HOMAN,,"11750 S HOMAN, CHICAGO IL 60803",41.679645996392,-87.70580399209,98.74,"11750 S HOMAN AVE, MERRIONETTE PARK, IL, 60803",FALSE,11750 S HOMAN AVE,11750,11750,S,HOMAN,AVE, 60803
10300 S STATE LINE ROAD,60633,130871,10300 S STATE LINE ROAD,FALSE,10300,10300,S,STATE LINE ROAD,,"10300 S STATE LINE ROAD, CHICAGO IL 60633",41.634197301884,-87.525086846844,94.7,"S STATE LINE RD, CHICAGO, IL, 60633",FALSE,S STATE LINE RD,,,S,STATE LINE,RD, 60633
S LOOMIS,60607,131172,S LOOMIS,FALSE,,,S,LOOMIS,,"S LOOMIS, CHICAGO IL 60607",41.883229793106,-87.663241108522,98.47,"LOOMIS, CHICAGO, IL, 60607",FALSE,LOOMIS,,,,,, 60607
S HALSTED ST,60608,131173,S HALSTED ST,FALSE,,,S,HALSTED,ST,"S HALSTED ST, CHICAGO IL 60608",41.838276495798,-87.646281211321,100,"S HALSTED ST, CHICAGO, IL, 60608",FALSE,S HALSTED ST,,,S,HALSTED,ST, 60608
S CALIFORNIA AVE,60647,131180,S CALIFORNIA AVE,FALSE,,,S,CALIFORNIA,AVE,"S CALIFORNIA AVE, CHICAGO IL 60647",41.921149533449,-87.697289337692,98.51,"N CALIFORNIA AVE, CHICAGO, IL, 60647",FALSE,N CALIFORNIA AVE,,,N,CALIFORNIA,AVE, 60647
S KEELER,60624,131190,S KEELER,FALSE,,,S,KEELER,,"S KEELER, CHICAGO IL 60624",41.871912078122,-87.730220085977,98.46,"S KEELER AVE, CHICAGO, IL, 60624",FALSE,S KEELER AVE,,,S,KEELER,AVE, 60624
S LAVERGNE,60402,131191,S LAVERGNE,FALSE,,,S,LAVERGNE,,"S LAVERGNE, CHICAGO IL 60402",41.80845759198,-87.7480348097,87.47,"S LAVERGNE AVE, CHICAGO, IL, 60638",FALSE,S LAVERGNE AVE,,,S,LAVERGNE,AVE, 60638
S KOSTNER,60623,131192,S KOSTNER,FALSE,,,S,KOSTNER,,"S KOSTNER, CHICAGO IL 60623",41.856269236998,-87.734649726426,98.46,"S KOSTNER AVE, CHICAGO, IL, 60623",FALSE,S KOSTNER AVE,,,S,KOSTNER,AVE, 60623
S CENTRAL AVE,60201,131193,S CENTRAL AVE,FALSE,,,S,CENTRAL,AVE,"S CENTRAL AVE, CHICAGO IL 60201",41.760659199064,-87.761102599006,93,"S CENTRAL AVE, CHICAGO, IL, 60638",FALSE,S CENTRAL AVE,,,S,CENTRAL,AVE, 60638
4720 S LARAMIE AVE,60638,146659,4720 S LARAMIE AVE,FALSE,4720,4720,S,LARAMIE,AVE,"4720 S LARAMIE AVE, CHICAGO IL 60638",41.8068819874,-87.753217987601,100,"4720 S LARAMIE AVE, CHICAGO, IL, 60638",FALSE,4720 S LARAMIE AVE,4720,4720,S,LARAMIE,AVE, 60638
4728 S LARAMIE AVE,60638,146660,4728 S LARAMIE AVE,FALSE,4728,4728,S,LARAMIE,AVE,"4728 S LARAMIE AVE, CHICAGO IL 60638",41.806638996027,-87.753222010915,100,"4728 S LARAMIE AVE, CHICAGO, IL, 60638",FALSE,4728 S LARAMIE AVE,4728,4728,S,LARAMIE,AVE, 60638
4730 S LARAMIE AVE,60638,146661,4730 S LARAMIE AVE,FALSE,4730,4730,S,LARAMIE,AVE,"4730 S LARAMIE AVE, CHICAGO IL 60638",41.806551991872,-87.753241959844,100,"4730 S LARAMIE AVE, CHICAGO, IL, 60638",FALSE,4730 S LARAMIE AVE,4730,4730,S,LARAMIE,AVE, 60638
4758 S LARAMIE AVE,60638,146662,4758 S LARAMIE AVE,FALSE,4758,4758,S,LARAMIE,AVE,"4758 S LARAMIE AVE, CHICAGO IL 60638",41.805854994713,-87.753229973723,100,"4758 S LARAMIE AVE, CHICAGO, IL, 60638",FALSE,4758 S LARAMIE AVE,4758,4758,S,LARAMIE,AVE, 60638
4800 S LARAMIE AVE,60638,146663,4800 S LARAMIE AVE,FALSE,4800,4800,S,LARAMIE,AVE,"4800 S LARAMIE AVE, CHICAGO IL 60638",41.805523993357,-87.753104999546,100,"4800 S LARAMIE AVE, CHICAGO, IL, 60638",FALSE,4800 S LARAMIE AVE,4800,4800,S,LARAMIE,AVE, 60638
4902 S LARAMIE AVE,60638,146664,4902 S LARAMIE AVE,FALSE,4902,4902,S,LARAMIE,AVE,"4902 S LARAMIE AVE, CHICAGO IL 60638",41.803629012687,-87.753140035902,100,"4902 S LARAMIE AVE, CHICAGO, IL, 60638",FALSE,4902 S LARAMIE AVE,4902,4902,S,LARAMIE,AVE, 60638
4904 S LARAMIE AVE,60638,146665,4904 S LARAMIE AVE,FALSE,4904,4904,S,LARAMIE,AVE,"4904 S LARAMIE AVE, CHICAGO IL 60638",41.803545989936,-87.753136012588,100,"4904 S LARAMIE AVE, CHICAGO, IL, 60638",FALSE,4904 S LARAMIE AVE,4904,4904,S,LARAMIE,AVE, 60638
4952 S LARAMIE AVE,60638,146666,4952 S LARAMIE AVE,FALSE,4952,4952,S,LARAMIE,AVE,"4952 S LARAMIE AVE, CHICAGO IL 60638",41.802560990584,-87.753299962614,100,"4952 S LARAMIE AVE, CHICAGO, IL, 60638",FALSE,4952 S LARAMIE AVE,4952,4952,S,LARAMIE,AVE, 60638
4954 S LARAMIE AVE,60638,146667,4954 S LARAMIE AVE,FALSE,4954,4954,S,LARAMIE,AVE,"4954 S LARAMIE AVE, CHICAGO IL 60638",41.802481991147,-87.753024030362,100,"4954 S LARAMIE AVE, CHICAGO, IL, 60638",FALSE,4954 S LARAMIE AVE,4954,4954,S,LARAMIE,AVE, 60638
5004 S LARAMIE AVE,60638,146668,5004 S LARAMIE AVE,FALSE,5004,5004,S,LARAMIE,AVE,"5004 S LARAMIE AVE, CHICAGO IL 60638",41.801789017302,-87.753011038412,100,"5004 S LARAMIE AVE, CHICAGO, IL, 60638",FALSE,5004 S LARAMIE AVE,5004,5004,S,LARAMIE,AVE, 60638
5006 S LARAMIE AVE,60638,146669,5006 S LARAMIE AVE,FALSE,5006,5006,S,LARAMIE,AVE,"5006 S LARAMIE AVE, CHICAGO IL 60638",41.80170000149,-87.753104999546,100,"5006 S LARAMIE AVE, CHICAGO, IL, 60638",FALSE,5006 S LARAMIE AVE,5006,5006,S,LARAMIE,AVE, 60638
5008 S LARAMIE AVE,60638,146670,5008 S LARAMIE AVE,FALSE,5008,5008,S,LARAMIE,AVE,"5008 S LARAMIE AVE, CHICAGO IL 60638",41.801617984568,-87.753303985928,100,"5008 S LARAMIE AVE, CHICAGO, IL, 60638",FALSE,5008 S LARAMIE AVE,5008,5008,S,LARAMIE,AVE, 60638
5010 S LARAMIE AVE,60638,146671,5010 S LARAMIE AVE,FALSE,5010,5010,S,LARAMIE,AVE,"5010 S LARAMIE AVE, CHICAGO IL 60638",41.801535003726,-87.753087984283,100,"5010 S LARAMIE AVE, CHICAGO, IL, 60638",FALSE,5010 S LARAMIE AVE,5010,5010,S,LARAMIE,AVE, 60638
5012 S LARAMIE AVE,60638,146672,5012 S LARAMIE AVE,FALSE,5012,5012,S,LARAMIE,AVE,"5012 S LARAMIE AVE, CHICAGO IL 60638",41.801451980975,-87.753100976233,100,"5012 S LARAMIE AVE, CHICAGO, IL, 60638",FALSE,5012 S LARAMIE AVE,5012,5012,S,LARAMIE,AVE, 60638
5014 S LARAMIE AVE,60638,146673,5014 S LARAMIE AVE,FALSE,5014,5014,S,LARAMIE,AVE,"5014 S LARAMIE AVE, CHICAGO IL 60638",41.801370005962,-87.753097036738,100,"5014 S LARAMIE AVE, CHICAGO, IL, 60638",FALSE,5014 S LARAMIE AVE,5014,5014,S,LARAMIE,AVE, 60638
5016 S LARAMIE AVE,60638,146674,5016 S LARAMIE AVE,FALSE,5016,5016,S,LARAMIE,AVE,"5016 S LARAMIE AVE, CHICAGO IL 60638",41.801285013464,-87.753094019253,100,"5016 S LARAMIE AVE, CHICAGO, IL, 60638",FALSE,5016 S LARAMIE AVE,5016,5016,S,LARAMIE,AVE, 60638
5020 S LARAMIE AVE,60638,146675,5020 S LARAMIE AVE,FALSE,5020,5020,S,LARAMIE,AVE,"5020 S LARAMIE AVE, CHICAGO IL 60638",41.801120979619,-87.753085972626,100,"5020 S LARAMIE AVE, CHICAGO, IL, 60638",FALSE,5020 S LARAMIE AVE,5020,5020,S,LARAMIE,AVE, 60638
5036 S LARAMIE AVE,60638,146676,5036 S LARAMIE AVE,FALSE,5036,5036,S,LARAMIE,AVE,"5036 S LARAMIE AVE, CHICAGO IL 60638",41.800956987683,-87.75306401204,100,"5036 S LARAMIE AVE, CHICAGO, IL, 60638",FALSE,5036 S LARAMIE AVE,5036,5036,S,LARAMIE,AVE, 60638
5055 S LOTUS AVE,60638,146677,5055 S LOTUS AVE,FALSE,5055,5055,S,LOTUS,AVE,"5055 S LOTUS AVE, CHICAGO IL 60638",41.800291003566,-87.758538987375,100,"5055 S LOTUS AVE, CHICAGO, IL, 60638",FALSE,5055 S LOTUS AVE,5055,5055,S,LOTUS,AVE, 60638
5200 W 51ST ST,60638,146678,5200 W 51ST ST,FALSE,5200,5200,W,51ST,ST,"5200 W 51ST ST, CHICAGO IL 60638",41.800430017431,-87.752914981801,100,"5200 W 51ST ST, CHICAGO, IL, 60638",FALSE,5200 W 51ST ST,5200,5200,W,51ST,ST, 60638
5204 W 51ST ST,60638,146679,5204 W 51ST ST,FALSE,5204,5204,W,51ST,ST,"5204 W 51ST ST, CHICAGO IL 60638",41.800437980239,-87.7530259582,100,"5204 W 51ST ST, CHICAGO, IL, 60638",FALSE,5204 W 51ST ST,5204,5204,W,51ST,ST, 60638
5228 W 51ST ST,60638,146680,5228 W 51ST ST,FALSE,5228,5228,W,51ST,ST,"5228 W 51ST ST, CHICAGO IL 60638",41.800406003278,-87.75413396198,100,"5228 W 51ST ST, CHICAGO, IL, 60638",FALSE,5228 W 51ST ST,5228,5228,W,51ST,ST, 60638
5230 W 51ST ST,60638,146681,5230 W 51ST ST,FALSE,5230,5230,W,51ST,ST,"5230 W 51ST ST, CHICAGO IL 60638",41.800394981075,-87.754248039683,100,"5230 W 51ST ST, CHICAGO, IL, 60638",FALSE,5230 W 51ST ST,5230,5230,W,51ST,ST, 60638
5250 W 51ST ST,60638,146682,5250 W 51ST ST,FALSE,5250,5250,W,51ST,ST,"5250 W 51ST ST, CHICAGO IL 60638",41.800414007995,-87.754714995508,100,"5250 W 51ST ST, CHICAGO, IL, 60638",FALSE,5250 W 51ST ST,5250,5250,W,51ST,ST, 60638
5258 W 51ST ST,60638,146683,5258 W 51ST ST,FALSE,5258,5258,W,51ST,ST,"5258 W 51ST ST, CHICAGO IL 60638",41.800417989399,-87.755005009358,100,"5258 W 51ST ST, CHICAGO, IL, 60638",FALSE,5258 W 51ST ST,5258,5258,W,51ST,ST, 60638
5300 W 51ST ST,60638,146684,5300 W 51ST ST,FALSE,5300,5300,W,51ST,ST,"5300 W 51ST ST, CHICAGO IL 60638",41.800473016594,-87.755364006271,100,"5300 W 51ST ST, CHICAGO, IL, 60638",FALSE,5300 W 51ST ST,5300,5300,W,51ST,ST, 60638
5310 W 51ST ST,60638,146685,5310 W 51ST ST,FALSE,5310,5310,W,51ST,ST,"5310 W 51ST ST, CHICAGO IL 60638",41.80045600133,-87.755800032874,100,"5310 W 51ST ST, CHICAGO, IL, 60638",FALSE,5310 W 51ST ST,5310,5310,W,51ST,ST, 60638
5320 W 51ST ST,60638,146686,5320 W 51ST ST,FALSE,5320,5320,W,51ST,ST,"5320 W 51ST ST, CHICAGO IL 60638",41.800407009106,-87.756232958173,100,"5320 W 51ST ST, CHICAGO, IL, 60638",FALSE,5320 W 51ST ST,5320,5320,W,51ST,ST, 60638
5330 W 51ST ST,60638,146687,5330 W 51ST ST,FALSE,5330,5330,W,51ST,ST,"5330 W 51ST ST, CHICAGO IL 60638",41.800401016046,-87.75658902142,100,"5330 W 51ST ST, CHICAGO, IL, 60638",FALSE,5330 W 51ST ST,5330,5330,W,51ST,ST, 60638
5356 W 51ST ST,60638,146688,5356 W 51ST ST,FALSE,5356,5356,W,51ST,ST,"5356 W 51ST ST, CHICAGO IL 60638",41.800444979128,-87.757254963628,100,"5356 W 51ST ST, CHICAGO, IL, 60638",FALSE,5356 W 51ST ST,5356,5356,W,51ST,ST, 60638
9830 S GREEN BAY AVE,60617,146728,9830 S GREEN BAY AVE,FALSE,9830,9830,S,GREEN BAY,AVE,"9830 S GREEN BAY AVE, CHICAGO IL 60617",41.69549982353,-87.541321974418,95.33,"S GREEN BAY AVE, CHICAGO, IL, 60617",FALSE,S GREEN BAY AVE,,,S,GREEN BAY,AVE, 60617
11631 S LAWNDALE,60655,146740,11631 S LAWNDALE,FALSE,11631,11631,S,LAWNDALE,,"11631 S LAWNDALE, CHICAGO IL 60655",41.681570984275,-87.712371967599,96.29,"11631 S LAWNDALE AVE, ALSIP, IL, 60803",FALSE,11631 S LAWNDALE AVE,11631,11631,S,LAWNDALE,AVE, 60803
10550 S PULASKI RD,60655,146741,10550 S PULASKI RD,FALSE,10550,10550,S,PULASKI,RD,"10550 S PULASKI RD, CHICAGO IL 60655",41.70070900661,-87.721091996749,97.16,"10550 S PULASKI RD, OAK LAWN, IL, 60453",FALSE,10550 S PULASKI RD,10550,10550,S,PULASKI,RD, 60453
3650 W 117TH ST,60655,146745,3650 W 117TH ST,FALSE,3650,3650,W,117TH,ST,"3650 W 117TH ST, CHICAGO IL 60655",41.680688998513,-87.711553977668,99.42,"3650 W 117TH ST, ALSIP, IL, 60803",FALSE,3650 W 117TH ST,3650,3650,W,117TH,ST, 60803
9900 S CALIFORNIA AVE,60642,146747,9900 S CALIFORNIA AVE,FALSE,9900,9900,S,CALIFORNIA,AVE,"9900 S CALIFORNIA AVE, CHICAGO IL 60642",41.71339899847,-87.692049037522,98.34,"9900 S CALIFORNIA AVE, EVERGREEN PARK, IL, 60805",FALSE,9900 S CALIFORNIA AVE,9900,9900,S,CALIFORNIA,AVE, 60805
9906 S CALIFORNIA AVE,60642,146748,9906 S CALIFORNIA AVE,FALSE,9906,9906,S,CALIFORNIA,AVE,"9906 S CALIFORNIA AVE, CHICAGO IL 60642",41.713290997647,-87.692030010602,98.34,"9906 S CALIFORNIA AVE, EVERGREEN PARK, IL, 60805",FALSE,9906 S CALIFORNIA AVE,9906,9906,S,CALIFORNIA,AVE, 60805
9912 S CALIFORNIA AVE,60642,146749,9912 S CALIFORNIA AVE,FALSE,9912,9912,S,CALIFORNIA,AVE,"9912 S CALIFORNIA AVE, CHICAGO IL 60642",41.713157012925,-87.692029004773,98.34,"9912 S CALIFORNIA AVE, EVERGREEN PARK, IL, 60805",FALSE,9912 S CALIFORNIA AVE,9912,9912,S,CALIFORNIA,AVE, 60805
9918 S CALIFORNIA AVE,60642,146750,9918 S CALIFORNIA AVE,FALSE,9918,9918,S,CALIFORNIA,AVE,"9918 S CALIFORNIA AVE, CHICAGO IL 60642",41.713043982961,-87.692038979238,98.34,"9918 S CALIFORNIA AVE, EVERGREEN PARK, IL, 60805",FALSE,9918 S CALIFORNIA AVE,9918,9918,S,CALIFORNIA,AVE, 60805
9924 S CALIFORNIA AVE,60642,146751,9924 S CALIFORNIA AVE,FALSE,9924,9924,S,CALIFORNIA,AVE,"9924 S CALIFORNIA AVE, CHICAGO IL 60642",41.712922990188,-87.692034033915,98.34,"9924 S CALIFORNIA AVE, EVERGREEN PARK, IL, 60805",FALSE,9924 S CALIFORNIA AVE,9924,9924,S,CALIFORNIA,AVE, 60805
9930 S CALIFORNIA AVE,60805,146752,9930 S CALIFORNIA AVE,FALSE,9930,9930,S,CALIFORNIA,AVE,"9930 S CALIFORNIA AVE, CHICAGO IL 60805",41.712818006851,-87.692014001166,99.9,"9930 S CALIFORNIA AVE, EVERGREEN PARK, IL, 60805",FALSE,9930 S CALIFORNIA AVE,9930,9930,S,CALIFORNIA,AVE, 60805
9942 S CALIFORNIA AVE,60642,146753,9942 S CALIFORNIA AVE,FALSE,9942,9942,S,CALIFORNIA,AVE,"9942 S CALIFORNIA AVE, CHICAGO IL 60642",41.712393002451,-87.692003020873,98.34,"9942 S CALIFORNIA AVE, EVERGREEN PARK, IL, 60805",FALSE,9942 S CALIFORNIA AVE,9942,9942,S,CALIFORNIA,AVE, 60805
9948 S CALIFORNIA AVE,60642,146754,9948 S CALIFORNIA AVE,FALSE,9948,9948,S,CALIFORNIA,AVE,"9948 S CALIFORNIA AVE, CHICAGO IL 60642",41.712259981647,-87.691996985903,98.34,"9948 S CALIFORNIA AVE, EVERGREEN PARK, IL, 60805",FALSE,9948 S CALIFORNIA AVE,9948,9948,S,CALIFORNIA,AVE, 60805
9960 S CALIFORNIA AVE,60642,146755,9960 S CALIFORNIA AVE,FALSE,9960,9960,S,CALIFORNIA,AVE,"9960 S CALIFORNIA AVE, CHICAGO IL 60642",41.712015984446,-87.69200503253,98.34,"9960 S CALIFORNIA AVE, EVERGREEN PARK, IL, 60805",FALSE,9960 S CALIFORNIA AVE,9960,9960,S,CALIFORNIA,AVE, 60805
9966 S CALIFORNIA AVE,60642,146756,9966 S CALIFORNIA AVE,FALSE,9966,9966,S,CALIFORNIA,AVE,"9966 S CALIFORNIA AVE, CHICAGO IL 60642",41.711908989452,-87.691988017267,98.34,"9966 S CALIFORNIA AVE, EVERGREEN PARK, IL, 60805",FALSE,9966 S CALIFORNIA AVE,9966,9966,S,CALIFORNIA,AVE, 60805
10000 S CALIFORNIA AVE,60642,146757,10000 S CALIFORNIA AVE,FALSE,10000,10000,S,CALIFORNIA,AVE,"10000 S CALIFORNIA AVE, CHICAGO IL 60642",41.71159399753,-87.691977958983,98.38,"10000 S CALIFORNIA AVE, EVERGREEN PARK, IL, 60805",FALSE,10000 S CALIFORNIA AVE,10000,10000,S,CALIFORNIA,AVE, 60805
10012 S CALIFORNIA AVE,60642,146758,10012 S CALIFORNIA AVE,FALSE,10012,10012,S,CALIFORNIA,AVE,"10012 S CALIFORNIA AVE, CHICAGO IL 60642",41.711351006157,-87.691980976468,98.38,"10012 S CALIFORNIA AVE, EVERGREEN PARK, IL, 60805",FALSE,10012 S CALIFORNIA AVE,10012,10012,S,CALIFORNIA,AVE, 60805
10018 S CALIFORNIA AVE,60642,146759,10018 S CALIFORNIA AVE,FALSE,10018,10018,S,CALIFORNIA,AVE,"10018 S CALIFORNIA AVE, CHICAGO IL 60642",41.711238982021,-87.69196697869,98.38,"10018 S CALIFORNIA AVE, EVERGREEN PARK, IL, 60805",FALSE,10018 S CALIFORNIA AVE,10018,10018,S,CALIFORNIA,AVE, 60805
10042 S CALIFORNIA AVE,60642,146760,10042 S CALIFORNIA AVE,FALSE,10042,10042,S,CALIFORNIA,AVE,"10042 S CALIFORNIA AVE, CHICAGO IL 60642",41.710571992076,-87.691949963426,98.38,"10042 S CALIFORNIA AVE, EVERGREEN PARK, IL, 60805",FALSE,10042 S CALIFORNIA AVE,10042,10042,S,CALIFORNIA,AVE, 60805
10060 S CALIFORNIA AVE,60642,146761,10060 S CALIFORNIA AVE,FALSE,10060,10060,S,CALIFORNIA,AVE,"10060 S CALIFORNIA AVE, CHICAGO IL 60642",41.710203984617,-87.69193403781,98.38,"10060 S CALIFORNIA AVE, EVERGREEN PARK, IL, 60805",FALSE,10060 S CALIFORNIA AVE,10060,10060,S,CALIFORNIA,AVE, 60805
10112 S CALIFORNIA AVE,60642,146762,10112 S CALIFORNIA AVE,FALSE,10112,10112,S,CALIFORNIA,AVE,"10112 S CALIFORNIA AVE, CHICAGO IL 60642",41.709521991065,-87.691901013112,98.38,"10112 S CALIFORNIA AVE, EVERGREEN PARK, IL, 60805",FALSE,10112 S CALIFORNIA AVE,10112,10112,S,CALIFORNIA,AVE, 60805
10118 S CALIFORNIA AVE,60642,146763,10118 S CALIFORNIA AVE,FALSE,10118,10118,S,CALIFORNIA,AVE,"10118 S CALIFORNIA AVE, CHICAGO IL 60642",41.709340019948,-87.691901013112,98.38,"10118 S CALIFORNIA AVE, EVERGREEN PARK, IL, 60805",FALSE,10118 S CALIFORNIA AVE,10118,10118,S,CALIFORNIA,AVE, 60805
10126 S CALIFORNIA AVE,60642,146764,10126 S CALIFORNIA AVE,FALSE,10126,10126,S,CALIFORNIA,AVE,"10126 S CALIFORNIA AVE, CHICAGO IL 60642",41.70915800692,-87.691950969255,98.38,"10126 S CALIFORNIA AVE, EVERGREEN PARK, IL, 60805",FALSE,10126 S CALIFORNIA AVE,10126,10126,S,CALIFORNIA,AVE, 60805
